location,month,pLocalTransmissionAve,pLocalTransmissionMin,pLocalTransmissionMax,localcases
Antalya,02/01/2014 12:00:00 AM,0,0,0,0
Myrtle Beach,05/01/2014 12:00:00 AM,0.03,0,0.11,0
Barbados,01/01/2014 12:00:00 AM,0.42,0.04,0.78,0
Nantes,03/01/2014 12:00:00 AM,0.01,0,0.08,0
Dubai,12/01/2013 12:00:00 AM,0,0,0,0
Perpignan,05/01/2014 12:00:00 AM,0.01,0,0.13,0
Little Rock,07/01/2014 12:00:00 AM,0.24,0.02,0.51,0
Biarritz,05/01/2015 12:00:00 AM,0,0,0.01,0
Alicante,04/01/2014 12:00:00 AM,0,0,0.04,0
Colima,05/01/2015 12:00:00 AM,1,1,1,1
Omaha,05/01/2015 12:00:00 AM,0,0,0.01,0
Amsterdam,06/01/2014 12:00:00 AM,0.03,0,0.32,0
Bilbao,04/01/2014 12:00:00 AM,0,0,0,0
Los Angeles,10/01/2014 12:00:00 AM,0.22,0,0.95,0
Rome,05/01/2015 12:00:00 AM,0.04,0,0.32,0
Ottawa,08/01/2014 12:00:00 AM,0.09,0,0.48,0
Calvi,03/01/2014 12:00:00 AM,0,0,0.05,0
St. Louis,11/01/2014 12:00:00 AM,0.01,0,0.01,0
Athens,10/01/2014 12:00:00 AM,0,0,0.03,0
Mexico City,12/01/2014 12:00:00 AM,0.09,0,0.75,0
Hong Kong,12/01/2014 12:00:00 AM,0.01,0,0.09,0
Salt Lake City,07/01/2014 12:00:00 AM,0.45,0.03,0.87,0
Oran,06/01/2014 12:00:00 AM,0,0,0,0
Moscow,01/01/2014 12:00:00 AM,0,0,0,0
Bahia,05/01/2015 12:00:00 AM,1,1,1,1
Atlanta,10/01/2014 12:00:00 AM,0.23,0,0.94,0
Tokyo,10/01/2014 12:00:00 AM,0,0,0.04,0
Montreal,05/01/2015 12:00:00 AM,0,0,0.02,0
Mumbai,11/01/2014 12:00:00 AM,0.14,0.02,0.31,0
Malaga,03/01/2014 12:00:00 AM,0,0,0,0
Ottawa,06/01/2014 12:00:00 AM,0.02,0,0.19,0
Amsterdam,05/01/2014 12:00:00 AM,0.01,0,0.08,0
New Orleans,03/01/2015 12:00:00 AM,0.08,0,0.64,0
Biarritz,02/01/2014 12:00:00 AM,0,0,0,0
Lyon,04/01/2014 12:00:00 AM,0.02,0,0.11,0
Mumbai,01/01/2015 12:00:00 AM,0.01,0,0.02,0
Bonaire,12/01/2014 12:00:00 AM,0.63,0.09,0.95,0
Bodrum,02/01/2014 12:00:00 AM,0,0,0,0
Malaga,03/01/2015 12:00:00 AM,0,0,0.03,0
Athens,02/01/2015 12:00:00 AM,0,0,0,0
Richmond,06/01/2014 12:00:00 AM,0.27,0,0.75,0
Setif,02/01/2014 12:00:00 AM,0,0,0,0
Basel,01/01/2015 12:00:00 AM,0,0,0,0
Dzaoudzi,08/01/2014 12:00:00 AM,0.12,0,0.32,0
Montevideo,05/01/2015 12:00:00 AM,0.01,0,0.1,0
Bari,02/01/2014 12:00:00 AM,0,0,0,0
Ajaccio,03/01/2014 12:00:00 AM,0.01,0,0.14,0
Alicante,01/01/2015 12:00:00 AM,0,0,0.01,0
Kansas City,09/01/2014 12:00:00 AM,0.13,0,0.6,0
Recife,05/01/2015 12:00:00 AM,0.06,0,0.15,0
Phoenix,12/01/2014 12:00:00 AM,0.02,0,0.13,0
Salvador,07/01/2014 12:00:00 AM,0.11,0,0.54,0
Tunis,12/01/2013 12:00:00 AM,0,0,0,0
Kiev,07/01/2014 12:00:00 AM,0.12,0,0.49,0
St. Eustatius,03/01/2014 12:00:00 AM,0.86,0.16,1,0
Jackson,03/01/2015 12:00:00 AM,0.01,0,0.08,0
Tokyo,09/01/2014 12:00:00 AM,0.08,0,0.31,0
Charlotte,05/01/2014 12:00:00 AM,0.11,0,0.64,0
Palma de Mallorca,01/01/2014 12:00:00 AM,0,0,0.01,0
Brussels,06/01/2014 12:00:00 AM,0.09,0,0.8,0
St. Louis,10/01/2014 12:00:00 AM,0.02,0,0.25,0
Bangkok,06/01/2014 12:00:00 AM,0.01,0,0.02,0
Mumbai,05/01/2014 12:00:00 AM,0.01,0,0.02,0
Tunis,08/01/2014 12:00:00 AM,0.29,0.02,0.61,0
Alicante,03/01/2015 12:00:00 AM,0,0,0.04,0
Geneva,09/01/2014 12:00:00 AM,0.01,0,0.09,0
"San Antonio, US",09/01/2014 12:00:00 AM,0.36,0.02,0.73,0
Mumbai,06/01/2014 12:00:00 AM,0.01,0,0.03,0
Santorini,04/01/2015 12:00:00 AM,0,0,0,0
Bilbao,08/01/2014 12:00:00 AM,0.08,0,0.45,0
Dayton,05/01/2015 12:00:00 AM,0,0,0.01,0
Mikonos,09/01/2014 12:00:00 AM,0.01,0,0.05,0
Oran,07/01/2014 12:00:00 AM,0.01,0,0.01,0
"Rochester, NY, US",09/01/2014 12:00:00 AM,0.04,0,0.32,0
Lamezia Terme,11/01/2014 12:00:00 AM,0,0,0,0
Malaga,09/01/2014 12:00:00 AM,0.02,0,0.09,0
Dallas,08/01/2014 12:00:00 AM,1,0.81,1,0
Charlotte,11/01/2014 12:00:00 AM,0.02,0,0.06,0
Little Rock,11/01/2014 12:00:00 AM,0,0,0.02,0
Basel,05/01/2015 12:00:00 AM,0,0,0,0
Brussels,01/01/2015 12:00:00 AM,0,0,0,0
Geneva,07/01/2014 12:00:00 AM,0.12,0,0.64,0
Annaba,10/01/2014 12:00:00 AM,0.01,0,0.05,0
Mikonos,05/01/2014 12:00:00 AM,0,0,0.02,0
Brussels,05/01/2014 12:00:00 AM,0.02,0,0.29,0
Kiev,05/01/2015 12:00:00 AM,0,0,0.01,0
Calvi,08/01/2014 12:00:00 AM,0.65,0.02,0.98,0
Basel,11/01/2014 12:00:00 AM,0,0,0,0
Mumbai,07/01/2014 12:00:00 AM,0.02,0,0.05,0
Tunis,01/01/2015 12:00:00 AM,0,0,0.01,0
Austin,11/01/2014 12:00:00 AM,0.04,0,0.39,0
Palma de Mallorca,02/01/2015 12:00:00 AM,0,0,0.01,0
Sharm el-Sheikh,10/01/2014 12:00:00 AM,0,0,0,0
Quito,08/01/2014 12:00:00 AM,0.29,0,0.93,0
Mikonos,04/01/2015 12:00:00 AM,0,0,0,0
Alicante,04/01/2015 12:00:00 AM,0.01,0,0.1,0
"Rochester, NY, US",07/01/2014 12:00:00 AM,0.25,0,0.8,0
Lyon,09/01/2014 12:00:00 AM,0.08,0,0.66,0
Moscow,11/01/2014 12:00:00 AM,0,0,0,0
Cuba,11/01/2014 12:00:00 AM,1,0.78,1,0
New Orleans,11/01/2014 12:00:00 AM,0.16,0,0.81,0
Dusseldorf,06/01/2014 12:00:00 AM,0.08,0,0.73,0
Mikonos,08/01/2014 12:00:00 AM,0.05,0.01,0.12,0
Bari,03/01/2015 12:00:00 AM,0,0,0,0
Philadelphia,04/01/2014 12:00:00 AM,0.01,0,0.07,0
Barcelona,07/01/2014 12:00:00 AM,0.45,0,0.98,0
Barcelona,11/01/2014 12:00:00 AM,0.01,0,0.01,0
Reunion,01/01/2014 12:00:00 AM,0.16,0.02,0.35,0
Caracas,06/01/2014 12:00:00 AM,0.92,0.28,1,0
Istanbul,01/01/2015 12:00:00 AM,0,0,0,0
Manila,12/01/2013 12:00:00 AM,0.01,0,0.01,0
Santiago,05/01/2015 12:00:00 AM,0.03,0,0.38,0
Dzaoudzi,06/01/2014 12:00:00 AM,0.22,0.02,0.47,0
Geneva,11/01/2014 12:00:00 AM,0,0,0,0
Santorini,03/01/2015 12:00:00 AM,0,0,0,0
Milan,01/01/2015 12:00:00 AM,0,0,0,0
Batna,06/01/2014 12:00:00 AM,0.06,0,0.13,0
Montpellier,02/01/2015 12:00:00 AM,0,0,0,0
Biskra,05/01/2014 12:00:00 AM,0.01,0,0.04,0
Toulon,08/01/2014 12:00:00 AM,0.6,0,0.97,0
Porto Alegre,01/01/2015 12:00:00 AM,0.1,0,0.36,0
Athens,05/01/2015 12:00:00 AM,0.01,0,0.04,0
Hamburg,07/01/2014 12:00:00 AM,0.14,0,0.85,0
Constantine,09/01/2014 12:00:00 AM,0.03,0,0.1,0
Mexico City,03/01/2014 12:00:00 AM,0.01,0,0.12,0
Ajaccio,07/01/2014 12:00:00 AM,0.91,0.02,1,0
Toronto,05/01/2015 12:00:00 AM,0.01,0,0.14,0
Constantine,05/01/2015 12:00:00 AM,0,0,0,0
Djerba,03/01/2014 12:00:00 AM,0,0,0.03,0
Toronto,10/01/2014 12:00:00 AM,0.06,0,0.51,0
Panama,05/01/2015 12:00:00 AM,1,1,1,1
Hamburg,03/01/2014 12:00:00 AM,0,0,0,0
Los Angeles,12/01/2014 12:00:00 AM,0.09,0,0.7,0
Los Angeles,05/01/2015 12:00:00 AM,0.07,0,0.64,0
"Valencia, VE",04/01/2014 12:00:00 AM,0.04,0,0.11,0
Heraklion,06/01/2014 12:00:00 AM,0.19,0,0.53,0
Ibiza,02/01/2015 12:00:00 AM,0,0,0,0
Malaga,06/01/2014 12:00:00 AM,0.1,0,0.31,0
Krasnodar,07/01/2014 12:00:00 AM,0.13,0.01,0.32,0
Setif,10/01/2014 12:00:00 AM,0.02,0,0.16,0
Houston,11/01/2014 12:00:00 AM,0.4,0,1,0
Milan,05/01/2014 12:00:00 AM,0.02,0,0.33,0
St. Vincent & Grenadines,03/01/2014 12:00:00 AM,0.32,0.02,0.65,0
Curacao,05/01/2015 12:00:00 AM,1,1,1,1
Ajaccio,05/01/2014 12:00:00 AM,0.18,0,0.95,0
Kiev,01/01/2015 12:00:00 AM,0,0,0,0
Nashville,07/01/2014 12:00:00 AM,0.75,0.11,0.99,0
Biarritz,08/01/2014 12:00:00 AM,0.31,0,0.94,0
Costa Rica,05/01/2015 12:00:00 AM,1,1,1,1
"San Jose, CR",02/01/2014 12:00:00 AM,0.08,0,0.19,0
Reunion,02/01/2014 12:00:00 AM,0.29,0.03,0.59,0
Caracas,02/01/2014 12:00:00 AM,0.23,0.03,0.49,0
French Guiana,05/01/2015 12:00:00 AM,1,1,1,1
Catania,05/01/2014 12:00:00 AM,0.03,0,0.22,0
Toronto,06/01/2014 12:00:00 AM,0.4,0,1,0
Reunion,12/01/2013 12:00:00 AM,0,0,0,0
Monastir,04/01/2015 12:00:00 AM,0,0,0,0
Tunis,06/01/2014 12:00:00 AM,0.17,0,0.59,0
Dubai,06/01/2014 12:00:00 AM,0.03,0,0.07,0
Atlanta,04/01/2015 12:00:00 AM,0.07,0,0.56,0
Nantes,04/01/2014 12:00:00 AM,0.02,0,0.21,0
Curacao,04/01/2014 12:00:00 AM,0.62,0.1,0.95,0
"Cordoba, AR",05/01/2015 12:00:00 AM,0,0,0.06,0
Bastia,01/01/2014 12:00:00 AM,0,0,0.01,0
"Charleston, SC, US",09/01/2014 12:00:00 AM,0.15,0.01,0.36,0
Ajaccio,03/01/2015 12:00:00 AM,0,0,0.03,0
"Charleston, SC, US",11/01/2014 12:00:00 AM,0.04,0,0.3,0
Atlantic City,08/01/2014 12:00:00 AM,0.19,0,0.56,0
Lisbon,03/01/2014 12:00:00 AM,0.01,0,0.07,0
Toulouse,04/01/2014 12:00:00 AM,0.01,0,0.09,0
Zakinthos,04/01/2015 12:00:00 AM,0,0,0,0
Raleigh,04/01/2014 12:00:00 AM,0.01,0,0.15,0
Mexico City,06/01/2014 12:00:00 AM,0.12,0,0.84,0
Toulon,12/01/2014 12:00:00 AM,0,0,0.01,0
Geneva,06/01/2014 12:00:00 AM,0.03,0,0.29,0
Lisbon,03/01/2015 12:00:00 AM,0.01,0,0.06,0
"Birmingham, US",05/01/2015 12:00:00 AM,0.01,0,0.04,0
Baltimore,10/01/2014 12:00:00 AM,0.03,0,0.32,0
Basel,06/01/2014 12:00:00 AM,0.06,0,0.62,0
Dubai,09/01/2014 12:00:00 AM,0.13,0.01,0.3,0
Bonaire,04/01/2014 12:00:00 AM,0.27,0.03,0.58,0
Ajaccio,12/01/2014 12:00:00 AM,0,0,0.02,0
Annaba,01/01/2014 12:00:00 AM,0,0,0,0
Tunis,02/01/2015 12:00:00 AM,0,0,0.01,0
Moscow,02/01/2014 12:00:00 AM,0,0,0,0
Strasbourg,01/01/2014 12:00:00 AM,0,0,0,0
Lexington,08/01/2014 12:00:00 AM,0.12,0,0.32,0
Montpellier,02/01/2014 12:00:00 AM,0,0,0,0
Reunion,12/01/2014 12:00:00 AM,0.08,0.01,0.21,0
Quebec City,07/01/2014 12:00:00 AM,0.11,0,0.84,0
Houston,02/01/2015 12:00:00 AM,0.08,0,0.69,0
"Distrito Federal, BR",03/01/2014 12:00:00 AM,0.01,0,0.04,0
Maracaibo,03/01/2014 12:00:00 AM,0.12,0.01,0.3,0
Biarritz,02/01/2015 12:00:00 AM,0,0,0,0
Marseille,02/01/2015 12:00:00 AM,0,0,0.01,0
Manila,02/01/2015 12:00:00 AM,0.05,0,0.14,0
Constantine,12/01/2013 12:00:00 AM,0,0,0,0
Bilbao,01/01/2014 12:00:00 AM,0,0,0,0
Venice,12/01/2013 12:00:00 AM,0,0,0,0
Strasbourg,05/01/2014 12:00:00 AM,0.01,0,0.14,0
Krasnodar,04/01/2014 12:00:00 AM,0,0,0,0
Basel,09/01/2014 12:00:00 AM,0.01,0,0.15,0
Marseille,05/01/2015 12:00:00 AM,0,0,0.04,0
Marseille,03/01/2015 12:00:00 AM,0,0,0.04,0
Bejaia,03/01/2014 12:00:00 AM,0,0,0.02,0
Dzaoudzi,03/01/2014 12:00:00 AM,0,0,0,0
Raleigh,03/01/2015 12:00:00 AM,0.01,0,0.07,0
Nantes,08/01/2014 12:00:00 AM,0.19,0,0.85,0
Madrid,12/01/2014 12:00:00 AM,0,0,0,0
BVI,05/01/2015 12:00:00 AM,1,1,1,1
Marseille,04/01/2015 12:00:00 AM,0,0,0.05,0
Montreal,06/01/2014 12:00:00 AM,0.25,0,0.99,0
Frankfurt,05/01/2014 12:00:00 AM,0.04,0,0.55,0
Kos,06/01/2014 12:00:00 AM,0.1,0,0.26,0
Ajaccio,06/01/2014 12:00:00 AM,0.33,0,0.93,0
Paphos,02/01/2014 12:00:00 AM,0,0,0,0
Alicante,10/01/2014 12:00:00 AM,0.01,0,0.11,0
Venice,03/01/2015 12:00:00 AM,0,0,0,0
Antalya,02/01/2015 12:00:00 AM,0,0,0,0
Salt Lake City,05/01/2015 12:00:00 AM,0,0,0.01,0
Figari,02/01/2015 12:00:00 AM,0,0,0.01,0
Quito,10/01/2014 12:00:00 AM,0.13,0,0.58,0
Nice,11/01/2014 12:00:00 AM,0.03,0,0.44,0
Beirut,09/01/2014 12:00:00 AM,0.04,0,0.09,0
Paphos,10/01/2014 12:00:00 AM,0,0,0,0
Dallas,05/01/2015 12:00:00 AM,0.22,0,0.58,0
Moscow,09/01/2014 12:00:00 AM,0.04,0,0.59,0
Toronto,05/01/2014 12:00:00 AM,0.06,0,0.76,0
Bordeaux,06/01/2014 12:00:00 AM,0.28,0,0.99,0
Malaga,10/01/2014 12:00:00 AM,0,0,0.03,0
Paris,03/01/2014 12:00:00 AM,0.06,0,0.46,0
Rome,05/01/2014 12:00:00 AM,0.07,0,0.49,0
Grand Rapids,06/01/2014 12:00:00 AM,0.07,0,0.37,0
Lyon,01/01/2014 12:00:00 AM,0,0,0,0
"Charleston, SC, US",03/01/2015 12:00:00 AM,0.02,0,0.19,0
Oran,11/01/2014 12:00:00 AM,0.01,0,0.1,0
Minas Gerais,05/01/2015 12:00:00 AM,1,1,1,1
London,04/01/2015 12:00:00 AM,0.01,0,0.04,0
Montpellier,09/01/2014 12:00:00 AM,0.13,0,0.68,0
Sao Paulo,05/01/2015 12:00:00 AM,0.3,0,0.99,0
Calvi,01/01/2014 12:00:00 AM,0,0,0,0
Bodrum,04/01/2014 12:00:00 AM,0,0,0,0
Porto Alegre,08/01/2014 12:00:00 AM,0.03,0,0.37,0
Cuba,10/01/2014 12:00:00 AM,0.89,0.25,1,0
Ibiza,03/01/2014 12:00:00 AM,0,0,0,0
Chania,03/01/2014 12:00:00 AM,0,0,0,0
Grenada,05/01/2014 12:00:00 AM,0.25,0.03,0.52,0
Myrtle Beach,04/01/2015 12:00:00 AM,0.01,0,0.08,0
Aruba,05/01/2014 12:00:00 AM,0.21,0.02,0.45,0
Batna,02/01/2014 12:00:00 AM,0,0,0,0
Kos,04/01/2014 12:00:00 AM,0,0,0,0
Saba,05/01/2015 12:00:00 AM,0.2,0.03,0.44,0
Jackson,05/01/2014 12:00:00 AM,0.02,0,0.07,0
Hong Kong,09/01/2014 12:00:00 AM,0.11,0,0.28,0
Bordeaux,10/01/2014 12:00:00 AM,0.09,0,0.7,0
Bodrum,03/01/2014 12:00:00 AM,0,0,0,0
Belem,04/01/2015 12:00:00 AM,0.41,0.03,0.79,0
Setif,08/01/2014 12:00:00 AM,0.2,0.03,0.41,0
Ajaccio,11/01/2014 12:00:00 AM,0.04,0,0.44,0
Strasbourg,04/01/2014 12:00:00 AM,0,0,0,0
Washington DC,04/01/2015 12:00:00 AM,0.03,0,0.19,0
Beirut,04/01/2014 12:00:00 AM,0,0,0.02,0
Annaba,12/01/2013 12:00:00 AM,0,0,0,0
Pau,07/01/2014 12:00:00 AM,0.48,0,1,0
Zakinthos,12/01/2014 12:00:00 AM,0,0,0,0
Antalya,03/01/2014 12:00:00 AM,0,0,0,0
Los Angeles,01/01/2015 12:00:00 AM,0.05,0,0.48,0
Oran,03/01/2014 12:00:00 AM,0,0,0.03,0
"Jacksonville, FL, US",03/01/2014 12:00:00 AM,0.02,0,0.2,0
Frankfurt,09/01/2014 12:00:00 AM,0.06,0,0.74,0
Ibiza,12/01/2014 12:00:00 AM,0,0,0,0
Anapa,09/01/2014 12:00:00 AM,0.01,0,0.06,0
Bangkok,04/01/2014 12:00:00 AM,0.01,0,0.03,0
Toronto,09/01/2014 12:00:00 AM,0.42,0,1,0
Bari,02/01/2015 12:00:00 AM,0,0,0,0
Berlin,03/01/2015 12:00:00 AM,0,0,0,0
Hamburg,03/01/2015 12:00:00 AM,0,0,0,0
Alicante,08/01/2014 12:00:00 AM,0.27,0.03,0.56,0
Lisbon,10/01/2014 12:00:00 AM,0.03,0,0.15,0
Marseille,06/01/2014 12:00:00 AM,0.49,0,1,0
Roraima,05/01/2015 12:00:00 AM,1,1,1,1
Tokyo,12/01/2014 12:00:00 AM,0,0,0,0
Calvi,11/01/2014 12:00:00 AM,0.02,0,0.2,0
Lisbon,01/01/2014 12:00:00 AM,0,0,0.06,0
Austin,10/01/2014 12:00:00 AM,0.09,0,0.43,0
Cincinnati,05/01/2015 12:00:00 AM,0,0,0.03,0
Montpellier,01/01/2015 12:00:00 AM,0,0,0,0
Athens,05/01/2014 12:00:00 AM,0.01,0,0.03,0
Campeche,05/01/2015 12:00:00 AM,1,1,1,1
Myrtle Beach,11/01/2014 12:00:00 AM,0.02,0,0.19,0
Brest,01/01/2015 12:00:00 AM,0,0,0.01,0
Athens,12/01/2013 12:00:00 AM,0,0,0,0
Kiev,02/01/2014 12:00:00 AM,0,0,0,0
Toulon,10/01/2014 12:00:00 AM,0.07,0,0.55,0
Biarritz,01/01/2014 12:00:00 AM,0,0,0,0
Anapa,02/01/2014 12:00:00 AM,0,0,0,0
Anapa,05/01/2014 12:00:00 AM,0,0,0.01,0
Las Vegas,07/01/2014 12:00:00 AM,0.63,0.01,0.99,0
Rome,12/01/2013 12:00:00 AM,0,0,0,0
Memphis,10/01/2014 12:00:00 AM,0.01,0,0.12,0
Madrid,04/01/2014 12:00:00 AM,0,0,0.02,0
Little Rock,10/01/2014 12:00:00 AM,0.01,0,0.07,0
Dzaoudzi,05/01/2014 12:00:00 AM,0,0,0,0
Figari,11/01/2014 12:00:00 AM,0,0,0.02,0
Guayaquil,11/01/2014 12:00:00 AM,0.17,0,0.82,0
Richmond,09/01/2014 12:00:00 AM,0.17,0,0.62,0
Djerba,05/01/2014 12:00:00 AM,0.07,0,0.28,0
Geneva,05/01/2015 12:00:00 AM,0,0,0.03,0
Seattle,07/01/2014 12:00:00 AM,0.13,0,0.83,0
Perpignan,08/01/2014 12:00:00 AM,0.09,0,0.33,0
Dusseldorf,02/01/2014 12:00:00 AM,0,0,0,0
Malaga,08/01/2014 12:00:00 AM,0.11,0.01,0.25,0
Austin,07/01/2014 12:00:00 AM,0.67,0.16,0.95,0
Bodrum,05/01/2015 12:00:00 AM,0,0,0,0
Antalya,05/01/2015 12:00:00 AM,0,0,0,0
Hamburg,02/01/2015 12:00:00 AM,0,0,0,0
"Birmingham, US",08/01/2014 12:00:00 AM,0.3,0.04,0.6,0
Palma de Mallorca,06/01/2014 12:00:00 AM,0.17,0,0.63,0
Barcelona,04/01/2015 12:00:00 AM,0.01,0,0.07,0
Venezuela,05/01/2015 12:00:00 AM,1,1,1,1
Sharm el-Sheikh,05/01/2014 12:00:00 AM,0.03,0,0.07,0
Atlanta,04/01/2014 12:00:00 AM,0.07,0,0.57,0
Mexico City,10/01/2014 12:00:00 AM,0.04,0,0.44,0
Sharm el-Sheikh,05/01/2015 12:00:00 AM,0,0,0,0
Nantes,09/01/2014 12:00:00 AM,0.06,0,0.5,0
Barcelona,02/01/2015 12:00:00 AM,0,0,0,0
Oklahoma City,05/01/2015 12:00:00 AM,0.01,0,0.03,0
Guatemala City,06/01/2014 12:00:00 AM,0.32,0.01,0.74,0
Brussels,02/01/2014 12:00:00 AM,0,0,0,0
Lexington,05/01/2015 12:00:00 AM,0,0,0.01,0
Mikonos,12/01/2013 12:00:00 AM,0,0,0,0
Kiev,03/01/2015 12:00:00 AM,0,0,0,0
Reunion,06/01/2014 12:00:00 AM,0.45,0,0.91,0
Sharm el-Sheikh,12/01/2013 12:00:00 AM,0,0,0,0
Biskra,07/01/2014 12:00:00 AM,0.19,0.03,0.4,0
Monastir,05/01/2014 12:00:00 AM,0.03,0,0.12,0
Venice,03/01/2014 12:00:00 AM,0,0,0,0
Tel Aviv,07/01/2014 12:00:00 AM,0.22,0.01,0.53,0
Hong Kong,02/01/2015 12:00:00 AM,0,0,0.05,0
Clermont-Ferrand,09/01/2014 12:00:00 AM,0.02,0,0.26,0
Palma de Mallorca,09/01/2014 12:00:00 AM,0.18,0,0.52,0
Quebec City,05/01/2015 12:00:00 AM,0,0,0,0
Alicante,12/01/2014 12:00:00 AM,0,0,0.01,0
Berlin,05/01/2015 12:00:00 AM,0.01,0,0.09,0
Anapa,10/01/2014 12:00:00 AM,0,0,0,0
Geneva,02/01/2015 12:00:00 AM,0,0,0,0
Santorini,12/01/2013 12:00:00 AM,0,0,0,0
Biskra,03/01/2015 12:00:00 AM,0,0,0,0
Marseille,08/01/2014 12:00:00 AM,0.84,0.02,1,0
Annaba,08/01/2014 12:00:00 AM,0.09,0,0.23,0
Naples,12/01/2013 12:00:00 AM,0,0,0,0
Antalya,05/01/2014 12:00:00 AM,0.01,0,0.1,0
Antalya,01/01/2014 12:00:00 AM,0,0,0,0
"Columbus, OH, US",06/01/2014 12:00:00 AM,0.28,0,0.86,0
Antalya,12/01/2014 12:00:00 AM,0,0,0,0
Lyon,10/01/2014 12:00:00 AM,0.02,0,0.25,0
Rome,03/01/2015 12:00:00 AM,0.01,0,0.1,0
Oran,01/01/2014 12:00:00 AM,0,0,0,0
Malaga,04/01/2015 12:00:00 AM,0,0,0.03,0
Sharm el-Sheikh,11/01/2014 12:00:00 AM,0,0,0,0
Algiers,11/01/2014 12:00:00 AM,0.03,0,0.3,0
San Diego,09/01/2014 12:00:00 AM,0.15,0,0.53,0
Orlando,03/01/2014 12:00:00 AM,0.25,0,0.91,0
Chicago,05/01/2014 12:00:00 AM,0.08,0,0.88,0
Athens,01/01/2015 12:00:00 AM,0,0,0,0
Madrid,03/01/2014 12:00:00 AM,0,0,0,0
Figari,05/01/2014 12:00:00 AM,0.03,0,0.26,0
Frankfurt,01/01/2015 12:00:00 AM,0,0,0,0
Toulouse,02/01/2014 12:00:00 AM,0,0,0,0
Clermont-Ferrand,03/01/2014 12:00:00 AM,0,0,0,0
Indianapolis,07/01/2014 12:00:00 AM,0.55,0.01,0.96,0
Beirut,12/01/2013 12:00:00 AM,0,0,0,0
Mexico City,11/01/2014 12:00:00 AM,0.13,0,0.98,0
Calvi,07/01/2014 12:00:00 AM,0.88,0.01,1,0
Montpellier,06/01/2014 12:00:00 AM,0.42,0,1,0
Charlotte,03/01/2015 12:00:00 AM,0.01,0,0.02,0
Memphis,09/01/2014 12:00:00 AM,0.16,0,0.47,0
Buenos Aires,07/01/2014 12:00:00 AM,0.01,0,0.06,0
Bejaia,08/01/2014 12:00:00 AM,0.16,0.01,0.4,0
Hong Kong,04/01/2014 12:00:00 AM,0.03,0,0.13,0
Valencia,05/01/2014 12:00:00 AM,0.01,0,0.1,0
London,03/01/2015 12:00:00 AM,0.01,0,0,0
Villahermosa,01/01/2015 12:00:00 AM,0.02,0,0.08,0
Tel Aviv,06/01/2014 12:00:00 AM,0.04,0,0.16,0
Amapa,05/01/2015 12:00:00 AM,1,1,1,1
Sharm el-Sheikh,02/01/2014 12:00:00 AM,0,0,0,0
Detroit,05/01/2015 12:00:00 AM,0,0,0.05,0
Krasnodar,09/01/2014 12:00:00 AM,0.02,0,0.12,0
Barranquilla,07/01/2014 12:00:00 AM,0.27,0.03,0.58,0
Dubai,03/01/2014 12:00:00 AM,0.09,0,0.25,0
Constantine,11/01/2014 12:00:00 AM,0,0,0,0
Monterrey,11/01/2014 12:00:00 AM,0.01,0,0.17,0
Hong Kong,05/01/2014 12:00:00 AM,0.02,0,0.07,0
Reunion,09/01/2014 12:00:00 AM,0.11,0,0.39,0
Cleveland,09/01/2014 12:00:00 AM,0.1,0,0.64,0
Paris,05/01/2015 12:00:00 AM,0.06,0,0.61,0
Basel,03/01/2015 12:00:00 AM,0,0,0,0
Catania,04/01/2014 12:00:00 AM,0,0,0,0
Lima,09/01/2014 12:00:00 AM,0.17,0,0.95,0
Manila,04/01/2015 12:00:00 AM,0.02,0,0.04,0
Biarritz,04/01/2014 12:00:00 AM,0.01,0,0.03,0
Beirut,02/01/2014 12:00:00 AM,0,0,0,0
Mauritius,03/01/2015 12:00:00 AM,0.01,0,0.01,0
Brest,04/01/2014 12:00:00 AM,0.01,0,0.16,0
Constantine,01/01/2015 12:00:00 AM,0,0,0,0
Louisville,11/01/2014 12:00:00 AM,0,0,0.01,0
Nice,03/01/2014 12:00:00 AM,0.02,0,0.19,0
Manila,02/01/2014 12:00:00 AM,0.04,0,0.11,0
Boston,05/01/2015 12:00:00 AM,0.01,0,0.08,0
Indianapolis,06/01/2014 12:00:00 AM,0.27,0,0.84,0
Figari,03/01/2015 12:00:00 AM,0,0,0.01,0
Mikonos,05/01/2015 12:00:00 AM,0,0,0,0
Algiers,06/01/2014 12:00:00 AM,0.15,0,0.51,0
Porto Alegre,02/01/2015 12:00:00 AM,0.09,0,0.31,0
Krasnodar,06/01/2014 12:00:00 AM,0,0,0.02,0
Lamezia Terme,03/01/2014 12:00:00 AM,0,0,0,0
Toulouse,10/01/2014 12:00:00 AM,0.03,0,0.31,0
Atlanta,03/01/2014 12:00:00 AM,0.04,0,0.71,0
Algiers,03/01/2014 12:00:00 AM,0.01,0,0.13,0
Montevideo,08/01/2014 12:00:00 AM,0.01,0,0.12,0
Paris,01/01/2014 12:00:00 AM,0.02,0,0,0
Lima,05/01/2014 12:00:00 AM,0.13,0,0.87,0
Kiev,12/01/2014 12:00:00 AM,0,0,0,0
Antalya,06/01/2014 12:00:00 AM,0.13,0,0.45,0
Annaba,01/01/2015 12:00:00 AM,0,0,0,0
Jamaica,05/01/2015 12:00:00 AM,1,1,1,1
Annaba,04/01/2015 12:00:00 AM,0,0,0,0
Bilbao,03/01/2014 12:00:00 AM,0,0,0,0
